Rank,Brand,Bucket,Priority,Score,Source tags,Suggested incumbents to conquest,Suggested buyer titles,Outreach hook
89,Alpha Foods,Pantry / Condiments,A,4,,Kraft Heinz; McCormick; Unilever; Conagra; Campbell,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,"When a shopper adds an incumbent pantry item, Pop can suggest Alpha Foods as a swap with a rebate — pay only on verified purchase."
90,Alter Eco,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Alter Eco as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
91,Angie's BOOMCHICKAPOP,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Angie's BOOMCHICKAPOP as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
92,Annie Chun's,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Annie Chun's as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
93,Applegate,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Applegate as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
94,Artisana Organics,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Artisana Organics as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
95,AshaPops,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present AshaPops as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
96,Atlas Olive Oils,Pantry / Condiments,A,4,,Kraft Heinz; McCormick; Unilever; Conagra; Campbell,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,"When a shopper adds an incumbent pantry item, Pop can suggest Atlas Olive Oils as a swap with a rebate — pay only on verified purchase."
97,Attitude Living,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Attitude Living as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
98,Aunt Fannie's,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Aunt Fannie's as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
99,Aura Bora,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present Aura Bora as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
100,BODYARMOR LYTE,Snack / Grocery,A,4,,PepsiCo (Frito-Lay); Mondelez; Kellogg; General Mills; Hershey,Head/VP of Growth; Director of Shopper Marketing; VP Ecommerce; Performance Marketing Lead,Pop can present BODYARMOR LYTE as a swap when shoppers add a competitor — brands pay only on receipt-verified conversion.
